"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","MSZoning_R","Street_R","Alley_R","LotShape_R","LandContour_R","Utilities_R","LotConfig_R","LandSlope_R","Neighborhood_R","Condition1_R","Condition2_R","BldgType_R","HouseStyle_R","RoofStyle_R","RoofMatl_R","Exterior1st_R","Exterior2nd_R","MasVnrType_R","ExterQual_R","ExterCond_R","Foundation_R","BsmtQual_R","BsmtCond_R","BsmtExposure_R","BsmtFinType1_R","BsmtFinType2_R","Heating_R","HeatingQC_R","CentralAir_R","Electrical_R","KitchenQual_R","Functional_R","FireplaceQu_R","GarageType_R","GarageFinish_R","GarageQual_R","GarageCond_R","PavedDrive_R","PoolQC_R","Fence_R","MiscFeature_R","SaleType_R","SaleCondition_R","MSZoning_C","Street_C","Alley_C","LotShape_C","LandContour_C","Utilities_C","LotConfig_C","LandSlope_C","Neighborhood_C","Condition1_C","Condition2_C","BldgType_C","HouseStyle_C","RoofStyle_C","RoofMatl_C","Exterior1st_C","Exterior2nd_C","MasVnrType_C","ExterQual_C","ExterCond_C","Foundation_C","BsmtQual_C","BsmtCond_C","BsmtExposure_C","BsmtFinType1_C","BsmtFinType2_C","Heating_C","HeatingQC_C","CentralAir_C","Electrical_C","KitchenQual_C","Functional_C","FireplaceQu_C","GarageType_C","GarageFinish_C","GarageQual_C","GarageCond_C","PavedDrive_C","PoolQC_C","Fence_C","MiscFeature_C","SaleType_C","SaleCondition_C","YrBltAndRemod","TotalSF","Total_sqr_footage","Total_Bathrooms","Total_porch_sf"
"833","20","RL",100,14.2106357020199,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,4.67950029371714,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",18.6726908871583,"TA","TA","CBlock","TA","TA","No","Rec",57.6239164488569,"BLQ",9.9102636258507,91.9921088030179,697.507605035429,"GasA","TA","Y","SBrkr",6.37328710353454,0,0,8.20294865499283,0,0,1,1.06883651632936,3,0.750956851539637,"TA",1.9965772716641,"Typ",0,"None","Attchd",1964,"RFn",2,472,"TA","TA","Y",0,0,0,0,21.6285650938682,0,"None","None","None",0,"2","2009","WD","Normal",12.0257550794049,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,11,5,5,5,6,0.517951725692616,0.507818748023065,9,11,2.96939576428487,1.24785385364991,4,3,2,3,0.660769284439014,1,1,6,3,2,5,2,7,0,5,2,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,10.8378960723203,1260,1444,1218,726,1141,1433,222,142,445,906,1280,634,649,1309,953,133,33,1426,428,1363,1332,735,1358,0,869,422,1309,1324,1338,0,0,0,1267,1198,3928,37.7035638622243,11.7926522485127,1.5,33.7407502789516
"834","20","RL",75,13.677091722359,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,4.67950029371714,1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16.3541430074987,"TA","TA","CBlock","TA","TA","No","Rec",124.05047157452,"Unf",0,67.0661259549507,544.892080889465,"GasA","Gd","Y","SBrkr",6.16055641042122,0,0,7.85303739186332,0.993439755709873,0,1,0,3,0.750956851539637,"TA",1.9965772716641,"Typ",0,"None","Attchd",1961,"Unf",2,456,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"9","2008","WD","Normal",11.8490476403271,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,11,5,5,5,6,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.24785385364991,4,3,2,3,0.660769284439014,1,5,6,4,2,5,2,7,0,5,1,3,5,3,0,2.08383321073425,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,10.8378960723203,1260,1444,1218,726,1141,1433,515,504,445,906,1280,634,649,1309,953,133,1254,1426,241,1363,1332,735,1358,0,869,605,1309,1324,1338,0,6.79265186705059,0,1267,1198,3922,34.1789690826367,11.3870187936913,2,0
"835","20","RL",60,14.1179183536695,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,5.3480401495633,1950,1995,"Gable","CompShg","VinylSd","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",103.207035744159,"Unf",0,70.6916145451555,512.584671630172,"GasA","TA","Y","SBrkr",6.10755448037992,0,0,7.76691004914655,0,0,2,0,2,0.750956851539637,"Gd",1.64399504694992,"Min2",0,"None","Attchd",1996,"Unf",2,436,"TA","TA","Y",55.204391433954,0,0,0,0,0,"None","None","None",0,"2","2010","WD","Normal",11.7597933553712,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,7,5,5,5,6,0.517951725692616,0.507818748023065,12,10,1.98439706006336,1.24785385364991,4,3,3,3,0.660769284439014,2,5,6,3,2,5,3,3,0,5,1,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,7.42024813321294,1260,1444,1218,726,1141,1433,515,207,864,906,1280,634,618,1309,953,148,1254,1426,428,1363,1332,586,34,0,869,605,1309,1324,1338,0,0,0,1267,1198,3945,33.3547571042808,11.10408369175,2,50.7600575095375
"836","30","RM",90,13.7393197276049,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,4.67950029371714,1948,1973,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",85.1969473442105,"Unf",0,105.056679681743,714.826940598301,"GasA","Gd","Y","SBrkr",6.3942957496193,0,0,8.23787708804214,0.993439755709873,0,1,0,2,0.750956851539637,"TA",1.83465857242314,"Min2",0,"None","Detchd",1948,"Unf",2,812,"TA","TA","Y",0,16.8332482835705,15.0093699763065,0,0,0,"None","GdWo","None",0,"6","2007","COD","Normal",11.9414623606461,2,2,0.679604867257693,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,6,5,5,5,6,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.24785385364991,4,2,2,3,0.660769284439014,1,5,6,4,2,5,2,3,0,2,1,3,5,3,0,2.08383321073425,0,2.01775347072651,5,218,1452,119.495192781323,925,1311,1457,1051,1380,8.61590001471458,1260,1444,1218,726,1141,1433,515,504,864,906,1280,146,649,1309,953,133,1254,1426,241,1363,1332,735,34,0,387,605,1309,1324,1338,0,6.79265186705059,0,43,1198,3921,38.0714207169204,11.6104586626723,2,56.708236756951
"837","160","RM",21,10.4912724863041,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,3.99151663325503,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",17.5602007724405,"TA","TA","CBlock","TA","TA","No","BLQ",83.7487730454315,"Unf",0,30.3553620355099,255.661279204012,"GasA","TA","Y","SBrkr",5.49478522991848,595.353769702724,0,7.67079970383838,0.993439755709873,0,1,1.06883651632936,2,0.750956851539637,"TA",1.83465857242314,"Typ",0,"None","Detchd",1973,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"11","2008","WD","Normal",11.5129354649202,2,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,3,5,5,3,7,0.517951725692616,0.507818748023065,9,10,2.96939576428487,1.24785385364991,4,3,2,3,0.660769284439014,2,5,6,3,2,5,2,7,0,2,1,3,5,3,0,0,0,2.30690385500519,5,218,1452,0,925,1311,1457,1051,1380,4.00495689283888,1260,1444,43,443,1141,1433,222,207,445,906,1280,634,649,1309,953,148,1254,1426,428,1363,1332,735,1358,0,387,605,1309,1324,1338,0,0,0,1267,1198,3946,29.2458717165719,10.8087797055963,2.5,0
"838","20","RL",75,14.1003154701912,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,4.67950029371714,1995,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,98.7310956599467,526.045041321384,"GasA","Ex","Y","SBrkr",6.13004854309218,0,0,7.80341184046246,0,0,1,1.06883651632936,3,0.750956851539637,"Gd",1.9965772716641,"Typ",0,"None","Attchd",1999,"Unf",1,352,"TA","TA","Y",53.7157739123709,0,0,0,0,0,"None","None","None",0,"6","2008","WD","Normal",11.8775755229785,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,17,5,5,5,6,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.24785385364991,4,6,3,3,0.660769284439014,5,5,6,5,2,5,3,7,0,5,1,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,9.48613879458928,1260,1444,1218,726,1141,1433,515,504,864,906,1280,645,618,1309,953,430,1254,1426,739,1363,1332,586,1358,0,869,605,1309,1324,1338,0,0,0,1267,1198,4001,33.7020358993387,10.4227617797388,1.5,49.4291897665193
"839","50","RL",70,14.579014705824,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,4.67950029371714,1946,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",87.707339276054,"Unf",0,55.4757441360385,384.126631014752,"GasA","Ex","Y","SBrkr",5.8555460926878,507.844664273079,0,7.91221709561431,0,0,1,0,3,0.750956851539637,"TA",1.9965772716641,"Typ",0,"None","Detchd",1946,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"5","2008","WD","Normal",11.7791361685508,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,5,5,5,5,3,0.517951725692616,0.507818748023065,5,6,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,2,5,6,5,2,5,2,7,0,2,1,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,8.20001831985547,1260,1444,1218,154,1141,1433,220,214,864,906,1280,634,649,1309,953,148,1254,1426,739,1363,1332,735,1358,0,387,605,1309,1324,1338,0,0,0,1267,1198,3941,32.4197678147635,11.1655921185073,1,0
"840","70","RH",50,14.6532775584691,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,6.00003250391683,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",48.8823521585127,"Unf",0,63.0789241758046,341.648446070453,"GasA","TA","N","SBrkr",5.89656559476848,801.00734877894,0,8.174644359972,0,0,2,0,4,0.750956851539637,"Fa",2.13736935538079,"Typ",0,"None","Detchd",1934,"Unf",1,400,"TA","TA","P",0,0,15.6011198233295,0,0,0,"None","None","None",0,"3","2008","WD","Normal",11.8494048444231,3,2,0,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,9,5,5,5,7,0.517951725692616,0.507818748023065,6,5,1.98439706006336,1.24785385364991,4,2,2,3,0.660769284439014,2,5,6,3,1,5,1,7,0,2,1,3,5,2,0,0,0,2.30690385500519,5,16,1452,0,483,1311,1457,1051,1380,4.86578960465064,1260,1444,1218,443,1141,1433,206,197,864,906,1280,146,649,1309,953,148,1254,1426,428,95,1332,39,1358,0,387,605,1309,1324,30,0,0,0,1267,1198,3875,33.4640323453807,11.2841769303983,2,46.6986413296111
"841","70","RM",60,14.306942675317,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,6.00003250391683,1904,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,72.3568795640465,331.811280384766,"GasA","Gd","Y","SBrkr",6.02531188942922,689.379009972411,0,8.2217489804504,0,0,2,0,3,0.750956851539637,"Gd",2.26196795863693,"Typ",0.903334070668931,"Po","Detchd",1983,"Unf",2,686,"Gd","TA","P",21.7406912986917,13.7349794248819,9.12564811459659,0,0,0,"None","None","None",0,"6","2008","WD","Normal",11.967187086434,2,2,0.506574743778021,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,6,5,5,5,7,0.517951725692616,0.507818748023065,5,6,1.98439706006336,1.24785385364991,4,6,2,3,0.660769284439014,5,5,6,4,2,5,3,7,1,2,1,4,5,2,0,0,0,2.30690385500519,5,218,1452,155.965786762061,925,1311,1457,1051,1380,8.61590001471458,1260,1444,1218,443,1141,1433,220,214,864,906,1280,645,649,1309,953,430,1254,1426,241,1363,1332,586,1358,20,387,605,14,1324,30,0,0,0,1267,1198,3906,33.6536182487794,11.1471586429567,2,42.1607903548643
"842","80","RL",82,13.9783886992748,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5.3480401495633,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",18.818173214172,"TA","TA","CBlock","TA","TA","Gd","Rec",80.4521151844597,"ALQ",11.1373440216136,43.3835770999267,537.783072931381,"GasA","TA","Y","SBrkr",6.17436967967822,0,0,7.87555210980277,0.993439755709873,0,1,1.06883651632936,3,0.750956851539637,"TA",1.9965772716641,"Typ",0,"None","Attchd",1966,"RFn",2,490,"Gd","Gd","Y",0,17.7623763851764,0,0,0,0,"None","GdPrv","None",0,"5","2008","WD","Normal",12.0719753785432,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,11,5,5,5,5,0.517951725692616,0.507818748023065,9,10,2.96939576428487,1.24785385364991,4,3,2,3,1.44195296880716,1,6,6,3,2,5,2,7,0,5,2,4,4,3,0,4.26524885211216,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,10.8378960723203,1260,1444,1218,65,1141,1433,222,207,445,906,1280,634,649,1309,132,133,19,1426,428,1363,1332,735,1358,0,869,422,14,9,1338,0,7.0261648378525,0,1267,1198,3932,34.1998682072025,11.7472043373998,2.5,30.3893251985656
"843","90","RL",80,13.7118599398397,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","Duplex","1Story",5,3.28009994627424,1961,1961,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,132.024746980762,810.850680165083,"GasA","Ex","N","SBrkr",6.50191105163941,0,0,8.41786208154369,0,0,2,0,6,1.24854328855515,"TA",2.47514177935597,"Typ",0,"None","None",0,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"7","2007","WD","Normal",11.8565222615337,4,2,0,0.556413567999529,0.888575538839921,2,1.32775594936095,0.429656418517716,11,1,5,2,6,0.517951725692616,0.507818748023065,11,12,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,5,5,6,5,1,5,2,7,0,0,0,0,0,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,262,1380,10.8378960723203,48,1444,52,726,1141,1433,50,25,864,906,1280,634,649,1309,953,430,1254,1426,739,95,1332,735,1358,0,0,0,0,0,1338,0,0,0,1267,1198,3922,40.0149440702667,11.4932063215076,2,0
"844","50","RM",100,14.747670351259,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6.00003250391683,1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,86.3495601396507,431.137284414711,"GasA","Gd","Y","SBrkr",5.95676311517853,639.260903000341,0,8.11785756170983,0,0,1,1.06883651632936,4,0.750956851539637,"TA",2.13736935538079,"Typ",0.903334070668931,"Gd","Detchd",1949,"Unf",3,720,"TA","TA","Y",69.8862194384839,0,14.0384245603409,0,0,0,"None","None","None",0,"6","2008","WD","Normal",11.9440648175317,2,2,0.506574743778021,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,6,1,5,5,3,0.517951725692616,0.507818748023065,6,5,1.98439706006336,1.24785385364991,4,2,2,3,1.01876002303482,5,5,6,4,2,5,2,7,4,2,1,3,5,3,0,0,0,2.30690385500519,5,218,1452,155.965786762061,483,1311,1457,1051,1380,8.61590001471458,48,1444,1218,154,1141,1433,206,197,864,906,1280,146,649,1309,114,430,1254,1426,241,1363,1332,735,1358,378,387,605,1309,1324,1338,0,0,0,1267,1198,3865,34.1998682072025,10.9655153876426,1.5,80.9647074009179
"845","85","RL",43,15.3843151990198,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","SFoyer",5,3.99151663325503,1975,1981,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",233.262766632756,"Unf",0,0,646.399429223947,"GasA","TA","Y","SBrkr",6.4596292268158,0,0,8.3469326184453,0.993439755709873,0,2,0,3,0.750956851539637,"TA",1.9965772716641,"Min2",1.68825446550595,"TA","Basment",1975,"Fin",2,611,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"1","2007","WD","Normal",12.0494246834209,4,2,0,0.78174567719594,0.888575538839921,2,1.69478219767961,0.429656418517716,7,2,5,5,2,0.517951725692616,0.507818748023065,9,10,1.98439706006336,1.24785385364991,4,3,3,3,1.44195296880716,4,5,6,3,2,5,2,3,3,4,3,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,483,1311,1457,94,1380,7.42024813321294,11,1444,1218,37,1141,1433,222,207,864,906,1280,634,618,1309,132,220,1254,1426,428,1363,1332,735,34,313,19,350,1309,1324,1338,0,0,0,1267,1198,3956,37.9566808304235,12.7333487597101,3,0
"846","60","RL",75,14.0508272290229,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,3.99151663325503,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",16.4113110868762,"Gd","TA","PConc","Gd","TA","No","ALQ",114.784688340623,"Unf",0,38.5629402963058,371.808873179392,"GasA","Ex","Y","SBrkr",6.06266661709308,920.524297618406,0,8.40031420063381,0.993439755709873,0,2,1.06883651632936,3,0.750956851539637,"Gd",2.13736935538079,"Typ",0.903334070668931,"TA","Attchd",1993,"Unf",2,425,"TA","TA","Y",48.0417628467051,13.1755608151182,13.9810531860869,0,0,0,"None","None","None",0,"7","2009","WD","Normal",12.2690521395162,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,13,5,5,5,7,0.517951725692616,0.507818748023065,9,10,2.96939576428487,1.62941712868699,4,6,3,3,0.660769284439014,4,5,6,5,2,5,3,7,3,5,1,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,6.82887757610456,1260,1444,1218,443,1141,1433,222,207,445,488,1280,645,618,1309,953,220,1254,1426,739,1363,1332,586,1358,313,869,605,1309,1324,1338,0,0,0,1267,1198,3986,35.3278154549962,12.034540104196,3.5,71.2071943464919
"847","20","RL",36,15.220055588058,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,4.67950029371714,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",106.190820294344,"Unf",0,54.5142299107123,425.950954498017,"GasA","Ex","Y","SBrkr",5.94617592202755,0,0,7.50720742769079,0.993439755709873,0,1,0,3,0.750956851539637,"TA",1.83465857242314,"Typ",0.903334070668931,"Fa","Attchd",1972,"Unf",1,338,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"8","2009","WD","Normal",11.8018642474311,4,2,0,0.78174567719594,0.888575538839921,2,1.69478219767961,0.429656418517716,17,5,5,5,6,0.517951725692616,0.507818748023065,9,11,1.98439706006336,1.24785385364991,4,3,2,3,1.26078409318848,2,5,6,5,2,5,2,7,2,5,1,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,483,1311,1457,94,1380,9.48613879458928,1260,1444,1218,726,1141,1433,222,142,864,906,1280,634,649,1309,221,148,1254,1426,739,1363,1332,735,1358,33,869,605,1309,1324,1338,0,0,0,1267,1198,3944,30.9681657809717,10.8202017130762,2,0
"848","50","RL",75,17.868154545325,"Pave","None","IR2","Bnk","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",6,6.00003250391683,1908,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,88.1438867776567,444.494958671199,"GasA","TA","Y","SBrkr",6.26148755882514,1270.53080617073,0,8.75814147105642,0,0,3,0,5,0.750956851539637,"TA",2.47514177935597,"Typ",0.903334070668931,"Gd","Detchd",1908,"Unf",2,360,"Fa","TA","Y",76.9982134185808,9.6430477423905,0,0,23.2953376432436,0,"None","None","None",0,"9","2008","WD","Normal",12.3883983689821,4,2,0,0.992011138528983,0.605160014839923,2,0.678301360238875,0.429656418517716,19,5,5,5,3,0.517951725692616,0.507818748023065,6,5,1.98439706006336,1.24785385364991,4,2,2,3,0.660769284439014,5,5,6,3,2,5,2,7,4,2,1,2,5,3,0,0,0,2.30690385500519,5,1149,1452,0,41,61,1457,1051,1380,5.10106510284178,1260,1444,1218,154,1141,1433,206,197,864,906,1280,146,649,1309,953,430,1254,1426,428,1363,1332,735,1358,378,387,605,48,1324,1338,0,0,0,1267,1198,3905,38.6845625070973,12.1035345827264,3,88.097505204798
"849","80","RL",80,14.1179183536695,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",6,5.3480401495633,1976,1994,"Hip","CompShg","Plywood","Plywood","BrkFace",25.7330391072694,"Gd","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,63.9480012138299,276.462362925733,"GasA","Ex","Y","SBrkr",6.12657901082227,910.648270571342,0,8.4556503993439,0,0,2,1.06883651632936,3,0.750956851539637,"TA",2.13736935538079,"Typ",0.903334070668931,"TA","Attchd",1976,"RFn",2,512,"TA","TA","Y",29.8599547103376,15.6082596421573,0,0,0,0,"None","None","None",0,"8","2007","WD","Normal",12.138869243416,4,2,0,0.556413567999529,0.888575538839921,2,1.06162978326912,0.429656418517716,21,3,5,5,5,0.590519647936442,0.507818748023065,10,11,2.96939576428487,1.62941712868699,3,3,2,3,0.660769284439014,5,5,6,5,2,5,2,7,3,5,2,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,47,1380,3.35982012950325,80,1444,1218,65,284,1433,108,142,445,488,146,634,649,1309,953,430,1254,1426,739,1363,1332,735,1358,313,869,422,1309,1324,1338,0,0,0,1267,1198,3970,34.6687765767225,11.5603623630892,2.5,41.7898624512625
"850","120","RM",36,12.4419606213443,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,3.99151663325503,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",18.1773630933228,"Gd","TA","PConc","Gd","TA","Av","GLQ",137.218349381811,"Unf",0,34.5164287600627,419.021942235519,"GasA","Ex","Y","SBrkr",5.93181981133795,0,0,7.48428736981258,0.993439755709873,0,1,0,1,0.750956851539637,"Gd",1.41188285876392,"Typ",0,"None","Attchd",2003,"Fin",2,420,"TA","TA","Y",34.3717343757036,0,0,0,0,0,"None","None","None",0,"11","2007","WD","Normal",11.7867697351338,2,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,17,5,5,4,6,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.62941712868699,4,6,3,3,1.26078409318848,6,5,6,5,2,5,3,7,0,5,3,3,5,3,0,0,0,2.30690385500519,5,218,1452,0,925,1311,1457,1051,1380,9.48613879458928,1260,1444,114,726,1141,1433,515,504,445,488,1280,645,618,1309,221,416,1254,1426,739,1363,1332,586,1358,0,869,350,1309,1324,1338,0,0,0,1267,1198,4006,30.7644714916267,11.1011849295765,2,32.0186989738647
"851","120","RL",43,11.7647660431257,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,3.99151663325503,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",8.92066726740619,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,107.671742593259,598.425824660017,"GasA","Ex","Y","SBrkr",6.34291497879318,0,0,8.15257207378106,0,0,2,0,2,0.750956851539637,"Gd",2.13736935538079,"Typ",0.903334070668931,"TA","Attchd",2003,"Fin",2,400,"TA","TA","Y",34.8524206729422,6.54876128359361,0,0,0,0,"None","None","None",0,"5","2006","WD","Normal",12.2783979582618,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,16,5,5,4,6,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.62941712868699,4,6,3,3,1.44195296880716,5,5,6,5,2,5,3,7,3,5,3,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,4.11588861260414,1260,1444,114,726,1141,1433,515,504,445,488,1280,645,618,1309,132,430,1254,1426,739,1363,1332,586,1358,313,869,350,1309,1324,1338,0,0,0,1267,1198,4006,36.3480592233648,11.0260813312371,2,35.2736465910225
"852","75","RL",53,13.4581812077867,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,3.99151663325503,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",89.8358818353679,"Unf",0,65.8031120824919,449.221109208394,"GasA","Gd","Y","SBrkr",5.9926678269904,869.944796429558,0,8.30577852030822,0,0,2,0,4,0.750956851539637,"TA",2.13736935538079,"Typ",1.68825446550595,"Gd","Detchd",1941,"Unf",1,240,"TA","TA","Y",0,0,0,0,19.5803987553639,0,"None","MnPrv","None",0,"8","2007","WD","Normal",12.0076278043487,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,18,5,5,5,4,0.517951725692616,0.507818748023065,5,6,1.98439706006336,1.24785385364991,3,3,2,3,0.660769284439014,1,5,6,4,2,5,2,7,4,2,1,3,5,3,0,3.16585138931192,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,6.46541298088798,1260,1444,1218,11,1141,1433,220,214,864,906,146,634,649,1309,953,133,1254,1426,241,1363,1332,735,1358,378,387,605,1309,1324,1338,0,9.98802284679122,0,1267,1198,3891,35.5664769468242,11.7404843468003,2,29.9357467447692
